Reading finised
pred 3
gt [3]
pred 1
gt [1]
pred 4
gt [4]
pred 1
gt [1]
pred 7
gt [7]
pred 6
gt [6]
pred 9
gt [9]
pred 6
gt [6]
pred 0
gt [0]
pred 5
gt [5]
pred 4
gt [4]
pred 4
gt [9]
pred 9
gt [9]
pred 2
gt [2]
pred 1
gt [1]
pred 9
gt [9]
pred 4
gt [4]
pred 8
gt [8]
pred 1
gt [7]
pred 3
gt [3]
pred 9
gt [9]
pred 7
gt [7]
pred 4
gt [4]
pred 4
gt [4]
pred 4
gt [4]
pred 9
gt [9]
pred 9
gt [2]
pred 3
gt [5]
pred 4
gt [4]
pred 7
gt [7]
pred 6
gt [6]
pred 7
gt [7]
pred 9
gt [9]
pred 0
gt [0]
pred 5
gt [5]
pred 8
gt [8]
pred 5
gt [5]
pred 6
gt [6]
pred 6
gt [6]
pred 5
gt [5]
pred 2
gt [7]
pred 8
gt [8]
pred 1
gt [1]
pred 0
gt [0]
pred 1
gt [1]
pred 6
gt [6]
pred 4
gt [4]
pred 6
gt [6]
pred 7
gt [7]
pred 3
gt [3]
pred 1
gt [1]
pred 9
gt [7]
pred 1
gt [1]
pred 8
gt [8]
pred 2
gt [2]
pred 0
gt [0]
pred 4
gt [2]
pred 9
gt [9]
pred 4
gt [9]
pred 5
gt [5]
pred 5
gt [5]
pred 1
gt [1]
pred 5
gt [5]
pred 6
gt [6]
pred 0
gt [0]
pred 3
gt [3]
pred 9
gt [4]
pred 4
gt [4]
pred 6
gt [6]
pred 5
gt [5]
pred 4
gt [4]
pred 6
gt [6]
pred 3
gt [5]
pred 4
gt [4]
pred 5
gt [5]
pred 1
gt [1]
pred 9
gt [4]
pred 4
gt [4]
pred 8
gt [7]
pred 2
gt [2]
pred 3
gt [3]
pred 2
gt [2]
pred 1
gt [7]
pred 1
gt [1]
pred 8
gt [8]
pred 1
gt [1]
pred 8
gt [8]
pred 1
gt [1]
pred 8
gt [8]
pred 5
gt [5]
pred 0
gt [0]
pred 3
gt [8]
pred 9
gt [9]
pred 2
gt [2]
pred 3
gt [5]
pred 0
gt [0]
pred 1
gt [1]
pred 1
gt [1]
pred 1
gt [1]
pred 0
gt [0]
pred 9
gt [9]
pred 0
gt [0]
pred 5
gt [3]
pred 1
gt [1]
pred 6
gt [6]
pred 9
gt [4]
pred 2
gt [2]
pred 3
gt [3]
pred 6
gt [6]
pred 1
gt [1]
pred 1
gt [1]
pred 1
gt [1]
pred 3
gt [3]
pred 9
gt [9]
pred 3
gt [5]
pred 2
gt [2]
pred 9
gt [9]
pred 4
gt [4]
pred 7
gt [5]
pred 9
gt [9]
pred 1
gt [3]
pred 9
gt [9]
pred 0
gt [0]
pred 3
gt [3]
pred 5
gt [6]
pred 7
gt [5]
pred 5
gt [5]
pred 7
gt [7]
pred 2
gt [2]
pred 2
gt [2]
pred 7
gt [7]
pred 1
gt [1]
pred 2
gt [2]
pred 8
gt [8]
pred 4
gt [4]
pred 1
gt [1]
pred 7
gt [7]
pred 3
gt [3]
pred 3
gt [3]
pred 8
gt [8]
pred 9
gt [8]
pred 7
gt [7]
pred 9
gt [9]
pred 2
gt [2]
pred 2
gt [2]
pred 4
gt [4]
pred 1
gt [1]
pred 3
gt [5]
pred 3
gt [9]
pred 8
gt [8]
pred 4
gt [7]
pred 2
gt [2]
pred 6
gt [3]
pred 0
gt [0]
pred 6
gt [4]
pred 4
gt [4]
pred 1
gt [2]
pred 9
gt [4]
pred 1
gt [1]
pred 9
gt [9]
pred 5
gt [5]
pred 7
gt [7]
pred 7
gt [7]
pred 2
gt [2]
pred 8
gt [8]
pred 2
gt [2]
pred 0
gt [6]
pred 8
gt [8]
pred 5
gt [5]
pred 7
gt [7]
pred 7
gt [7]
pred 9
gt [9]
pred 1
gt [1]
pred 8
gt [8]
pred 1
gt [1]
pred 3
gt [8]
pred 0
gt [0]
pred 3
gt [3]
pred 0
gt [0]
pred 1
gt [1]
pred 9
gt [9]
pred 9
gt [9]
pred 4
gt [4]
pred 1
gt [1]
pred 8
gt [8]
pred 2
gt [2]
pred 1
gt [1]
pred 2
gt [2]
pred 9
gt [9]
pred 1
gt [7]
pred 5
gt [5]
pred 9
gt [9]
pred 2
gt [2]
pred 6
gt [6]
pred 4
gt [4]
pred 1
gt [1]
pred 5
gt [5]
pred 4
gt [8]
pred 2
gt [2]
pred 9
gt [9]
pred 2
gt [2]
pred 0
gt [0]
pred 4
gt [4]
pred 0
gt [0]
pred 0
gt [0]
pred 2
gt [2]
pred 8
gt [8]
pred 6
gt [4]
pred 9
gt [7]
pred 1
gt [1]
pred 2
gt [2]
pred 9
gt [4]
pred 0
gt [0]
pred 2
gt [2]
pred 9
gt [7]
pred 4
gt [4]
pred 3
gt [3]
pred 3
gt [3]
pred 0
gt [0]
pred 0
gt [0]
pred 3
gt [3]
pred 1
gt [1]
pred 9
gt [9]
pred 6
gt [6]
pred 8
gt [5]
pred 3
gt [2]
pred 5
gt [5]
pred 1
gt [9]
pred 7
gt [2]
pred 9
gt [9]
pred 3
gt [3]
pred 5
gt [0]
pred 9
gt [4]
pred 2
gt [2]
pred 0
gt [0]
pred 7
gt [7]
pred 1
gt [1]
pred 1
gt [1]
pred 2
gt [2]
pred 1
gt [1]
pred 5
gt [5]
pred 3
gt [3]
pred 3
gt [3]
pred 9
gt [9]
pred 7
gt [7]
pred 8
gt [8]
pred 6
gt [6]
pred 6
gt [5]
pred 4
gt [6]
pred 1
gt [1]
pred 3
gt [3]
pred 5
gt [8]
pred 1
gt [1]
pred 8
gt [0]
pred 5
gt [5]
pred 1
gt [1]
pred 9
gt [3]
pred 1
gt [1]
pred 5
gt [5]
pred 0
gt [5]
pred 6
gt [6]
pred 1
gt [1]
pred 8
gt [8]
pred 5
gt [5]
pred 1
gt [1]
pred 7
gt [7]
pred 9
gt [9]
pred 4
gt [4]
pred 6
gt [6]
pred 7
gt [2]
pred 2
gt [2]
pred 5
gt [5]
pred 5
gt [0]
pred 6
gt [6]
pred 3
gt [5]
pred 6
gt [6]
pred 3
gt [3]
pred 7
gt [7]
pred 2
gt [2]
pred 0
gt [0]
pred 8
gt [8]
pred 8
gt [8]
pred 5
gt [5]
pred 9
gt [4]
pred 1
gt [1]
pred 1
gt [1]
pred 4
gt [4]
pred 0
gt [0]
pred 7
gt [3]
pred 3
gt [3]
pred 7
gt [7]
pred 6
gt [6]
pred 1
gt [1]
pred 6
gt [6]
pred 2
gt [2]
pred 1
gt [1]
pred 9
gt [9]
pred 2
gt [2]
pred 8
gt [8]
pred 6
gt [6]
pred 1
gt [1]
pred 9
gt [9]
pred 5
gt [5]
pred 2
gt [2]
pred 5
gt [5]
pred 4
gt [4]
pred 4
gt [4]
pred 2
gt [2]
pred 8
gt [8]
pred 3
gt [3]
pred 9
gt [8]
pred 8
gt [2]
pred 4
gt [4]
pred 0
gt [5]
pred 0
gt [0]
pred 3
gt [3]
pred 1
gt [1]
pred 7
gt [7]
pred 7
gt [7]
pred 3
gt [5]
pred 7
gt [7]
pred 9
gt [9]
pred 7
gt [7]
pred 1
gt [1]
pred 9
gt [9]
pred 2
gt [2]
pred 1
gt [1]
pred 4
gt [4]
pred 2
gt [2]
pred 9
gt [9]
pred 2
gt [2]
pred 0
gt [0]
pred 4
gt [4]
pred 9
gt [9]
pred 1
gt [1]
pred 4
gt [4]
pred 8
gt [8]
pred 1
gt [1]
pred 8
gt [8]
pred 4
gt [4]
pred 5
gt [5]
pred 9
gt [9]
pred 8
gt [8]
pred 8
gt [8]
pred 3
gt [3]
pred 7
gt [7]
pred 6
gt [6]
pred 0
gt [0]
pred 0
gt [0]
pred 3
gt [3]
pred 5
gt [0]
pred 8
gt [2]
pred 0
gt [6]
pred 6
gt [6]
pred 4
gt [4]
pred 8
gt [9]
pred 3
gt [3]
pred 3
gt [3]
pred 3
gt [3]
pred 2
gt [2]
pred 3
gt [3]
pred 9
gt [9]
pred 1
gt [1]
pred 3
gt [2]
pred 5
gt [6]
pred 8
gt [8]
pred 0
gt [0]
pred 9
gt [5]
pred 6
gt [6]
pred 6
gt [6]
pred 6
gt [6]
pred 7
gt [3]
pred 8
gt [8]
pred 8
gt [8]
pred 2
gt [2]
pred 8
gt [7]
pred 5
gt [5]
pred 8
gt [8]
pred 9
gt [9]
pred 6
gt [6]
pred 1
gt [1]
pred 8
gt [8]
pred 4
gt [4]
pred 1
gt [1]
pred 2
gt [2]
pred 5
gt [5]
pred 3
gt [9]
pred 1
gt [1]
pred 9
gt [9]
pred 7
gt [7]
pred 5
gt [5]
pred 4
gt [4]
pred 0
gt [0]
pred 9
gt [8]
pred 9
gt [9]
pred 9
gt [9]
pred 1
gt [1]
pred 0
gt [0]
pred 5
gt [5]
pred 2
gt [2]
pred 3
gt [3]
pred 7
gt [7]
pred 2
gt [8]
pred 9
gt [9]
pred 9
gt [4]
pred 8
gt [0]
pred 6
gt [6]
pred 3
gt [3]
pred 9
gt [9]
pred 5
gt [5]
pred 2
gt [2]
pred 1
gt [1]
pred 3
gt [3]
pred 1
gt [1]
pred 5
gt [3]
pred 5
gt [6]
pred 5
gt [5]
pred 7
gt [7]
pred 1
gt [4]
pred 2
gt [2]
pred 2
gt [2]
pred 2
gt [6]
pred 8
gt [3]
pred 2
gt [2]
pred 6
gt [6]
pred 5
gt [5]
pred 9
gt [4]
pred 1
gt [8]
pred 9
gt [9]
pred 7
gt [7]
pred 1
gt [1]
pred 3
gt [3]
pred 0
gt [0]
pred 3
gt [3]
pred 3
gt [8]
pred 3
gt [3]
pred 1
gt [1]
pred 9
gt [9]
pred 6
gt [3]
pred 9
gt [4]
pred 4
gt [4]
pred 6
gt [6]
pred 4
gt [4]
pred 2
gt [2]
pred 1
gt [1]
pred 8
gt [8]
pred 2
gt [2]
pred 5
gt [5]
pred 4
gt [4]
pred 5
gt [8]
pred 4
gt [8]
pred 4
gt [4]
pred 0
gt [0]
pred 0
gt [0]
pred 8
gt [2]
pred 3
gt [3]
pred 2
gt [2]
pred 9
gt [7]
pred 1
gt [7]
pred 8
gt [0]
pred 6
gt [8]
pred 7
gt [7]
pred 4
gt [4]
pred 4
gt [4]
pred 7
gt [7]
pred 9
gt [9]
pred 6
gt [6]
pred 9
gt [9]
pred 0
gt [0]
pred 9
gt [9]
pred 8
gt [8]
pred 0
gt [0]
pred 9
gt [4]
pred 6
gt [6]
pred 0
gt [0]
pred 6
gt [6]
pred 5
gt [3]
pred 5
gt [5]
pred 9
gt [4]
pred 8
gt [8]
pred 3
gt [3]
pred 3
gt [3]
pred 9
gt [9]
pred 3
gt [3]
pred 9
gt [3]
pred 8
gt [3]
pred 7
gt [7]
pred 8
gt [8]
pred 0
gt [0]
pred 2
gt [8]
pred 2
gt [2]
pred 1
gt [1]
pred 7
gt [7]
pred 0
gt [0]
pred 6
gt [6]
pred 5
gt [5]
pred 4
gt [4]
pred 3
gt [3]
pred 3
gt [8]
pred 0
gt [0]
pred 9
gt [9]
pred 6
gt [6]
pred 3
gt [3]
pred 8
gt [8]
pred 0
gt [0]
pred 9
gt [9]
pred 9
gt [9]
pred 6
gt [6]
pred 8
gt [8]
pred 6
gt [6]
pred 8
gt [8]
pred 5
gt [5]
pred 9
gt [7]
pred 3
gt [8]
pred 6
gt [6]
pred 0
gt [0]
pred 2
gt [2]
pred 6
gt [4]
pred 0
gt [0]
pred 2
gt [2]
pred 8
gt [2]
pred 1
gt [3]
pred 1
gt [1]
pred 9
gt [9]
pred 7
gt [7]
pred 5
gt [5]
pred 8
gt [1]
pred 0
gt [0]
pred 8
gt [8]
pred 4
gt [4]
pred 6
gt [6]
pred 1
gt [2]
pred 6
gt [6]
pred 7
gt [7]
pred 9
gt [9]
pred 9
gt [3]
pred 2
gt [2]
pred 9
gt [9]
pred 8
gt [8]
pred 2
gt [2]
pred 2
gt [2]
pred 9
gt [9]
pred 2
gt [2]
pred 7
gt [7]
pred 3
gt [3]
pred 7
gt [5]
pred 9
gt [9]
pred 1
gt [1]
pred 8
gt [8]
pred 0
gt [0]
pred 2
gt [2]
pred 0
gt [0]
pred 5
gt [5]
pred 6
gt [2]
pred 1
gt [1]
pred 3
gt [3]
pred 7
gt [7]
pred 6
gt [6]
pred 7
gt [7]
pred 1
gt [1]
pred 2
gt [2]
pred 0
gt [5]
pred 8
gt [8]
pred 0
gt [0]
pred 3
gt [3]
pred 4
gt [7]
pred 9
gt [2]
pred 4
gt [4]
pred 8
gt [0]
pred 9
gt [9]
pred 1
gt [1]
pred 8
gt [8]
pred 6
gt [6]
pred 7
gt [7]
pred 1
gt [7]
pred 4
gt [4]
pred 3
gt [3]
pred 4
gt [4]
pred 4
gt [9]
pred 1
gt [1]
pred 9
gt [9]
pred 3
gt [5]
pred 1
gt [1]
pred 7
gt [7]
pred 3
gt [3]
pred 9
gt [9]
pred 7
gt [7]
pred 6
gt [6]
pred 9
gt [9]
pred 1
gt [1]
pred 3
gt [3]
pred 3
gt [7]
pred 8
gt [8]
pred 3
gt [3]
pred 3
gt [3]
pred 6
gt [6]
pred 7
gt [7]
pred 2
gt [2]
pred 4
gt [8]
pred 7
gt [5]
pred 8
gt [8]
pred 5
gt [5]
pred 1
gt [1]
pred 1
gt [1]
pred 4
gt [4]
pred 4
gt [4]
pred 9
gt [3]
pred 1
gt [1]
pred 0
gt [0]
pred 7
gt [7]
pred 7
gt [7]
pred 0
gt [0]
pred 7
gt [7]
pred 9
gt [9]
pred 9
gt [4]
pred 4
gt [4]
pred 8
gt [8]
pred 5
gt [5]
pred 5
gt [5]
pred 9
gt [4]
pred 0
gt [0]
pred 3
gt [8]
pred 2
gt [2]
pred 1
gt [1]
pred 6
gt [0]
pred 8
gt [8]
pred 4
gt [4]
pred 2
gt [5]
pred 0
gt [0]
pred 4
gt [4]
pred 6
gt [0]
pred 6
gt [6]
pred 1
gt [1]
pred 7
gt [7]
pred 3
gt [3]
pred 8
gt [2]
pred 6
gt [6]
pred 7
gt [7]
pred 2
gt [2]
pred 6
gt [6]
pred 9
gt [9]
pred 3
gt [3]
pred 1
gt [1]
pred 4
gt [4]
pred 6
gt [6]
pred 8
gt [2]
pred 5
gt [5]
pred 9
gt [4]
pred 8
gt [2]
pred 0
gt [0]
pred 6
gt [6]
pred 2
gt [2]
pred 1
gt [1]
pred 7
gt [7]
pred 3
gt [3]
pred 9
gt [4]
pred 1
gt [1]
pred 0
gt [0]
pred 3
gt [5]
pred 4
gt [4]
pred 3
gt [3]
pred 1
gt [1]
pred 1
gt [1]
pred 7
gt [7]
pred 4
gt [4]
pred 9
gt [9]
pred 9
gt [9]
pred 9
gt [4]
pred 8
gt [8]
pred 4
gt [4]
pred 0
gt [0]
pred 2
gt [2]
pred 4
gt [4]
pred 5
gt [5]
pred 1
gt [1]
pred 1
gt [1]
pred 6
gt [6]
pred 4
gt [4]
pred 9
gt [7]
pred 1
gt [1]
pred 9
gt [9]
pred 9
gt [4]
pred 2
gt [2]
pred 4
gt [4]
pred 1
gt [1]
pred 5
gt [5]
pred 5
gt [5]
pred 3
gt [3]
pred 3
gt [8]
pred 3
gt [3]
pred 1
gt [1]
pred 4
gt [4]
pred 3
gt [5]
pred 6
gt [6]
pred 4
gt [8]
pred 9
gt [9]
pred 4
gt [4]
pred 1
gt [1]
pred 4
gt [5]
pred 3
gt [3]
pred 8
gt [8]
pred 0
gt [0]
pred 6
gt [3]
pred 2
gt [2]
pred 5
gt [5]
pred 1
gt [1]
pred 2
gt [2]
pred 3
gt [8]
pred 3
gt [3]
pred 4
gt [4]
pred 4
gt [4]
pred 0
gt [0]
pred 8
gt [8]
pred 3
gt [8]
pred 3
gt [3]
pred 3
gt [3]
pred 1
gt [1]
pred 7
gt [7]
pred 3
gt [3]
pred 5
gt [5]
pred 9
gt [9]
pred 6
gt [6]
pred 3
gt [3]
pred 2
gt [2]
pred 6
gt [6]
pred 1
gt [1]
pred 3
gt [3]
pred 6
gt [6]
pred 0
gt [0]
pred 7
gt [7]
pred 2
gt [2]
pred 1
gt [1]
pred 7
gt [7]
pred 1
gt [1]
pred 4
gt [4]
pred 2
gt [2]
pred 8
gt [4]
pred 2
gt [2]
pred 1
gt [1]
pred 9
gt [7]
pred 9
gt [9]
pred 6
gt [6]
pred 1
gt [1]
pred 1
gt [1]
pred 2
gt [2]
pred 4
gt [4]
pred 3
gt [8]
pred 1
gt [1]
pred 7
gt [7]
pred 7
gt [7]
pred 4
gt [4]
pred 3
gt [8]
pred 0
gt [0]
pred 7
gt [7]
pred 3
gt [3]
pred 1
gt [1]
pred 3
gt [3]
pred 1
gt [1]
pred 0
gt [0]
pred 7
gt [7]
pred 7
gt [7]
pred 0
gt [0]
pred 3
gt [3]
pred 5
gt [5]
pred 5
gt [5]
pred 2
gt [2]
pred 7
gt [7]
pred 6
gt [6]
pred 6
gt [6]
pred 9
gt [9]
pred 2
gt [2]
pred 8
gt [8]
pred 3
gt [3]
pred 5
gt [5]
pred 2
gt [2]
pred 2
gt [2]
pred 5
gt [5]
pred 6
gt [6]
pred 0
gt [0]
pred 8
gt [8]
pred 2
gt [2]
pred 9
gt [9]
pred 2
gt [2]
pred 3
gt [8]
pred 2
gt [8]
pred 3
gt [8]
pred 8
gt [8]
pred 7
gt [7]
pred 9
gt [4]
pred 9
gt [9]
pred 3
gt [3]
pred 0
gt [0]
pred 6
gt [6]
pred 6
gt [6]
pred 3
gt [3]
pred 2
gt [2]
pred 1
gt [1]
pred 3
gt [3]
pred 2
gt [2]
pred 2
gt [2]
pred 9
gt [9]
pred 3
gt [3]
pred 0
gt [0]
pred 0
gt [0]
pred 5
gt [5]
pred 8
gt [7]
pred 8
gt [8]
pred 1
gt [1]
pred 4
gt [4]
pred 9
gt [4]
pred 6
gt [6]
pred 0
gt [0]
pred 2
gt [2]
pred 9
gt [9]
pred 1
gt [1]
pred 4
gt [4]
pred 7
gt [7]
pred 4
gt [4]
pred 7
gt [7]
pred 3
gt [3]
pred 9
gt [9]
pred 8
gt [8]
pred 8
gt [8]
pred 4
gt [4]
pred 7
gt [7]
pred 1
gt [1]
pred 6
gt [2]
pred 1
gt [1]
pred 2
gt [2]
pred 2
gt [2]
pred 3
gt [3]
pred 7
gt [2]
pred 3
gt [3]
pred 8
gt [2]
pred 3
gt [3]
pred 9
gt [9]
pred 1
gt [1]
pred 7
gt [7]
pred 4
gt [4]
pred 0
gt [0]
pred 3
gt [3]
pred 5
gt [5]
pred 5
gt [5]
pred 8
gt [8]
pred 6
gt [6]
pred 3
gt [3]
pred 0
gt [2]
pred 6
gt [6]
pred 7
gt [7]
pred 6
gt [6]
pred 5
gt [6]
pred 9
gt [3]
pred 2
gt [2]
pred 7
gt [7]
pred 9
gt [8]
pred 1
gt [1]
pred 1
gt [1]
pred 8
gt [7]
pred 5
gt [5]
pred 6
gt [6]
pred 4
gt [4]
pred 9
gt [9]
pred 5
gt [5]
pred 6
gt [1]
pred 3
gt [3]
pred 3
gt [3]
pred 5
gt [4]
pred 9
gt [7]
pred 8
gt [8]
pred 9
gt [9]
pred 1
gt [1]
pred 1
gt [1]
pred 0
gt [6]
pred 9
gt [9]
pred 1
gt [1]
pred 4
gt [4]
pred 4
gt [4]
pred 5
gt [5]
pred 4
gt [4]
pred 0
gt [0]
pred 6
gt [6]
pred 2
gt [2]
pred 2
gt [2]
pred 3
gt [3]
pred 1
gt [1]
pred 5
gt [5]
pred 1
gt [1]
pred 2
gt [2]
pred 0
gt [0]
pred 8
gt [3]
pred 8
gt [8]
pred 1
gt [1]
pred 2
gt [2]
pred 6
gt [6]
pred 7
gt [7]
pred 1
gt [1]
pred 6
gt [6]
pred 2
gt [2]
pred 3
gt [3]
pred 9
gt [9]
pred 0
gt [0]
pred 5
gt [1]
pred 2
gt [2]
pred 2
gt [2]
pred 0
gt [0]
pred 8
gt [8]
pred 9
gt [9]
pred 7
gt [9]
pred 0
gt [0]
pred 2
gt [2]
pred 3
gt [5]
pred 1
gt [1]
pred 9
gt [9]
pred 7
gt [7]
pred 8
gt [8]
pred 1
gt [1]
pred 0
gt [0]
pred 4
gt [4]
pred 1
gt [1]
pred 9
gt [7]
pred 9
gt [9]
pred 4
gt [6]
pred 9
gt [4]
pred 2
gt [2]
pred 6
gt [6]
pred 8
gt [8]
pred 1
gt [1]
pred 3
gt [3]
pred 7
gt [7]
pred 9
gt [5]
pred 4
gt [4]
pred 8
gt [4]
pred 1
gt [1]
pred 8
gt [8]
pred 1
gt [1]
pred 3
gt [3]
pred 8
gt [8]
pred 1
gt [1]
pred 2
gt [2]
pred 8
gt [5]
pred 8
gt [8]
pred 0
gt [0]
pred 6
gt [6]
pred 2
gt [2]
pred 1
gt [1]
pred 1
gt [1]
pred 9
gt [7]
pred 1
gt [1]
pred 5
gt [5]
pred 3
gt [3]
pred 4
gt [4]
pred 8
gt [6]
pred 9
gt [9]
pred 5
gt [5]
pred 0
gt [0]
pred 9
gt [9]
pred 2
gt [2]
pred 2
gt [2]
pred 4
gt [4]
pred 9
gt [8]
pred 2
gt [2]
pred 1
gt [1]
pred 7
gt [7]
pred 2
gt [2]
pred 4
gt [4]
pred 9
gt [9]
pred 4
gt [4]
pred 4
gt [4]
pred 0
gt [0]
pred 9
gt [3]
pred 9
gt [9]
pred 2
gt [2]
pred 2
gt [2]
pred 3
gt [3]
pred 3
gt [3]
pred 1
gt [8]
pred 3
gt [3]
pred 5
gt [5]
pred 7
gt [7]
pred 5
gt [3]
pred 5
gt [5]
pred 8
gt [8]
pred 1
gt [1]
pred 2
gt [2]
pred 9
gt [4]
pred 6
gt [4]
pred 6
gt [6]
pred 4
gt [4]
pred 9
gt [9]
pred 5
gt [5]
pred 1
gt [1]
pred 0
gt [0]
pred 6
gt [6]
pred 9
gt [9]
pred 5
gt [5]
pred 9
gt [9]
pred 3
gt [5]
pred 9
gt [9]
pred 9
gt [7]
pred 1
gt [3]
pred 8
gt [8]
pred 0
gt [0]
pred 3
gt [3]
pred 9
gt [7]
pred 1
gt [1]
pred 3
gt [3]
pred 6
gt [6]
pred 7
gt [7]
pred 2
gt [8]
pred 5
gt [5]
pred 9
gt [9]
pred 7
gt [7]
pred 9
gt [9]
pred 6
gt [6]
pred 3
gt [9]
pred 6
gt [6]
pred 3
gt [3]
pred 7
gt [7]
pred 4
gt [4]
pred 6
gt [4]
pred 5
gt [5]
pred 8
gt [3]
pred 9
gt [5]
pred 9
gt [4]
pred 8
gt [7]
pred 8
gt [8]
pred 8
gt [7]
pred 8
gt [8]
pred 6
gt [0]
pred 7
gt [7]
pred 6
gt [6]
pred 8
gt [8]
pred 9
gt [8]
pred 7
gt [7]
pred 8
gt [3]
pred 7
gt [3]
pred 1
gt [1]
pred 9
gt [9]
pred 5
gt [5]
pred 2
gt [2]
pred 7
gt [7]
pred 3
gt [3]
pred 1
gt [5]
pred 1
gt [1]
pred 1
gt [1]
pred 2
gt [2]
pred 1
gt [1]
pred 4
gt [4]
pred 7
gt [7]
pred 4
gt [4]
pred 8
gt [7]
pred 3
gt [5]
pred 4
gt [4]
pred 3
gt [5]
pred 4
gt [4]
pred 0
gt [0]
pred 8
gt [8]
pred 3
gt [3]
pred 6
gt [6]
pred 9
gt [9]
pred 5
gt [6]
pred 0
gt [0]
pred 2
gt [2]
pred 7
gt [7]
pred 9
gt [4]
pred 4
gt [4]
pred 8
gt [4]
pred 4
gt [4]
pred 6
gt [6]
pred 6
gt [6]
pred 4
gt [4]
pred 9
gt [7]
pred 9
gt [9]
pred 3
gt [3]
pred 4
gt [4]
pred 5
gt [5]
pred 9
gt [5]
pred 8
gt [8]
pred 7
gt [7]
pred 3
gt [3]
pred 9
gt [7]
pred 2
gt [2]
pred 7
gt [7]
pred 5
gt [0]
pred 2
gt [2]
pred 4
gt [4]
pred 1
gt [1]
pred 1
gt [1]
pred 1
gt [6]
pred 6
gt [6]
pred 9
gt [9]
pred 2
gt [2]
pred 8
gt [8]
pred 7
gt [7]
pred 2
gt [2]
pred 0
gt [0]
pred 1
gt [1]
pred 5
gt [5]
pred 0
gt [0]
pred 4
gt [9]
pred 1
gt [1]
pred 9
gt [7]
pred 0
gt [0]
pred 6
gt [6]
pred 6
gt [0]
pred 4
gt [8]
pred 6
gt [6]
pred 5
gt [8]
pred 1
gt [1]
pred 5
gt [8]
pred 0
gt [0]
pred 9
gt [3]
pred 3
gt [3]
pred 8
gt [7]
pred 2
gt [2]
pred 9
gt [3]
pred 5
gt [6]
pred 2
gt [2]
pred 1
gt [1]
pred 8
gt [6]
pred 1
gt [1]
pred 1
gt [1]
pred 3
gt [3]
pred 7
gt [7]
pred 7
gt [9]
pred 0
gt [0]
pred 3
gt [8]
pred 0
gt [0]
pred 9
gt [5]
pred 4
gt [4]
pred 0
gt [0]
pred 6
gt [2]
pred 8
gt [8]
pred 2
gt [7]
pred 2
gt [2]
pred 8
gt [9]
pred 8
gt [8]
pred 4
gt [4]
pred 0
gt [0]
pred 9
gt [9]
pred 6
gt [5]
pred 5
gt [8]
pred 5
gt [5]
pred 1
gt [1]
pred 2
gt [2]
pred 1
gt [1]
pred 3
gt [3]
pred 1
gt [1]
pred 7
gt [7]
pred 9
gt [4]
pred 5
gt [5]
pred 7
gt [7]
pred 2
gt [2]
pred 0
gt [0]
pred 0
gt [9]
pred 3
gt [8]
pred 8
gt [8]
pred 1
gt [6]
pred 2
gt [2]
pred 3
gt [5]
pred 4
gt [4]
pred 1
gt [1]
pred 9
gt [9]
pred 3
gt [2]
pred 1
gt [1]
pred 5
gt [5]
pred 8
gt [8]
pred 1
gt [7]
pred 0
gt [0]
pred 2
gt [2]
pred 4
gt [4]
pred 4
gt [4]
pred 3
gt [3]
pred 6
gt [6]
pred 9
gt [8]
pred 8
gt [8]
pred 2
gt [2]
pred 9
